state,week,positiveIncrease,totalTestResultsIncrease,deathIncrease,Party,population,lockdown_days,state_full,region,positive_rate,death_rate,lockdown_class
PA,6,7693,41794,1296,Democratic,12791181,64,Pennsylvania,Northeast,184.1,101.3198,Long
PA,7,7034,45098,794,Democratic,12791181,64,Pennsylvania,Northeast,156,62.074,Long
PA,8,5675,53720,818,Democratic,12791181,64,Pennsylvania,Northeast,105.6,63.9503,Long
PA,9,4971,58772,528,Democratic,12791181,64,Pennsylvania,Northeast,84.6,41.2784,Long
PA,10,4873,64399,515,Democratic,12791181,64,Pennsylvania,Northeast,75.7,40.2621,Long
PA,11,3546,63433,347,Democratic,12791181,64,Pennsylvania,Northeast,55.9,27.1281,Long
PA,12,2427,66788,262,Democratic,12791181,64,Pennsylvania,Northeast,36.3,20.4829,Long
RI,1,365,2641,8,Democratic,1056611,41,Rhode Island,Northeast,138.2,7.5714,Medium
RI,2,741,6342,22,Democratic,1056611,41,Rhode Island,Northeast,116.8,20.8213,Medium
RI,3,2021,12593,50,Democratic,1056611,41,Rhode Island,Northeast,160.5,47.3211,Medium
RI,4,2216,16400,106,Democratic,1056611,41,Rhode Island,Northeast,135.1,100.3207,Medium
RI,5,2459,18393,53,Democratic,1056611,41,Rhode Island,Northeast,133.7,50.1604,Medium
RI,6,2007,18742,116,Democratic,1056611,41,Rhode Island,Northeast,107.1,109.785,Medium
RI,7,1681,18804,89,Democratic,1056611,41,Rhode Island,Northeast,89.4,84.2316,Medium
RI,8,1337,22007,88,Democratic,1056611,41,Rhode Island,Northeast,60.8,83.2851,Medium
RI,9,1259,18117,102,Democratic,1056611,41,Rhode Island,Northeast,69.5,96.5351,Medium
RI,10,902,24197,98,Democratic,1056611,41,Rhode Island,Northeast,37.3,92.7494,Medium
RI,11,579,21327,76,Democratic,1056611,41,Rhode Island,Northeast,27.1,71.9281,Medium
RI,12,473,22731,57,Democratic,1056611,41,Rhode Island,Northeast,20.8,53.9461,Medium
SC,1,785,3389,17,Republican,4955925,27,South Carolina,South,231.6,3.4302,Short
SC,2,1334,17981,29,Republican,4955925,27,South Carolina,South,74.2,5.8516,Short
SC,3,1136,10192,46,Republican,4955925,27,South Carolina,South,111.5,9.2818,Short
SC,4,886,7405,27,Republican,4955925,27,South Carolina,South,119.6,5.448,Short
SC,5,1174,10868,53,Republican,4955925,27,South Carolina,South,108,10.6943,Short
SC,6,1144,15626,106,Republican,4955925,27,South Carolina,South,73.2,21.3885,Short
SC,7,1170,25369,72,Republican,4955925,27,South Carolina,South,46.1,14.5281,Short
SC,8,1129,41923,44,Republican,4955925,27,South Carolina,South,26.9,8.8783,Short
SC,9,1360,37671,47,Republican,4955925,27,South Carolina,South,36.1,9.4836,Short
SC,10,1999,46043,55,Republican,4955925,27,South Carolina,South,43.4,11.0978,Short
SC,11,2813,29205,67,Republican,4955925,27,South Carolina,South,96.3,13.5192,Short
SC,12,4762,19697,39,Republican,4955925,27,South Carolina,South,241.8,7.8694,Short
SD,1,78,2897,0,Republican,864289,0,South Dakota,North Central,26.9,0,None
SD,2,212,2551,5,Republican,864289,0,South Dakota,North Central,83.1,5.7851,None
SD,3,668,3028,0,Republican,864289,0,South Dakota,North Central,220.6,0,None
SD,4,767,3519,2,Republican,864289,0,South Dakota,North Central,218,2.314,None
SD,5,558,3797,3,Republican,864289,0,South Dakota,North Central,147,3.4711,None
SD,6,408,2410,13,Republican,864289,0,South Dakota,North Central,169.3,15.0413,None
SD,7,942,6175,15,Republican,864289,0,South Dakota,North Central,152.6,17.3553,None
SD,8,422,4512,7,Republican,864289,0,South Dakota,North Central,93.5,8.0991,None
SD,9,568,7329,4,Republican,864289,0,South Dakota,North Central,77.5,4.6281,None
SD,10,414,9808,12,Republican,864289,0,South Dakota,North Central,42.2,13.8842,None
SD,11,456,12313,6,Republican,864289,0,South Dakota,North Central,37,6.9421,None
SD,12,443,8043,9,Republican,864289,0,South Dakota,North Central,55.1,10.4132,None
TN,1,1572,16176,21,Republican,6651089,30,Tennessee,South,97.2,3.1574,Short
TN,2,1899,25514,49,Republican,6651089,30,Tennessee,South,74.4,7.3672,Short
TN,3,1685,25957,52,Republican,6651089,30,Tennessee,South,64.9,7.8183,Short
TN,4,1571,29351,33,Republican,6651089,30,Tennessee,South,53.5,4.9616,Short
TN,5,2658,53746,31,Republican,6651089,30,Tennessee,South,49.5,4.6609,Short
TN,6,3638,56934,38,Republican,6651089,30,Tennessee,South,63.9,5.7134,Short
TN,7,2421,64962,39,Republican,6651089,30,Tennessee,South,37.3,5.8637,Short
TN,8,2267,62299,40,Republican,6651089,30,Tennessee,South,36.4,6.0141,Short
TN,9,2587,57381,38,Republican,6651089,30,Tennessee,South,45.1,5.7134,Short
TN,10,3410,58632,38,Republican,6651089,30,Tennessee,South,58.2,5.7134,Short
TN,11,3200,59061,54,Republican,6651089,30,Tennessee,South,54.2,8.119,Short
TN,12,4255,117793,58,Republican,6651089,30,Tennessee,South,36.1,8.7204,Short
TX,1,2856,31825,32,Republican,27885195,28,Texas,South,89.7,1.1476,Short
TX,2,4996,45657,113,Republican,27885195,28,Texas,South,109.4,4.0523,Short
TX,3,6362,57818,164,Republican,27885195,28,Texas,South,110,5.8813,Short
TX,4,5572,58932,199,Republican,27885195,28,Texas,South,94.5,7.1364,Short
TX,5,5975,94985,173,Republican,27885195,28,Texas,South,62.9,6.204,Short
TX,6,7198,126826,216,Republican,27885195,28,Texas,South,56.8,7.746,Short
TX,7,7679,110962,227,Republican,27885195,28,Texas,South,69.2,8.1405,Short
TX,8,8864,161974,236,Republican,27885195,28,Texas,South,54.7,8.4633,Short
TX,9,6648,121087,167,Republican,27885195,28,Texas,South,54.9,5.9888,Short
TX,10,10008,164991,162,Republican,27885195,28,Texas,South,60.7,5.8095,Short
TX,11,10685,161131,155,Republican,27885195,28,Texas,South,66.3,5.5585,Short
TX,12,15953,201087,176,Republican,27885195,28,Texas,South,79.3,6.3116,Short
UT,1,588,12690,4,Republican,3045350,0,Utah,West,46.3,1.3135,None
UT,2,851,16134,8,Republican,3045350,0,Utah,West,52.7,2.627,None
UT,3,674,11829,6,Republican,3045350,0,Utah,West,57,1.9702,None
UT,4,884,25882,13,Republican,3045350,0,Utah,West,34.2,4.2688,None
UT,5,1047,30081,13,Republican,3045350,0,Utah,West,34.8,4.2688,None
UT,6,1106,24276,11,Republican,3045350,0,Utah,West,45.6,3.6121,None
UT,7,983,26770,17,Republican,3045350,0,Utah,West,36.7,5.5823,None
UT,8,1086,23826,15,Republican,3045350,0,Utah,West,45.6,4.9255,None
UT,9,1102,21281,13,Republican,3045350,0,Utah,West,51.8,4.2688,None
UT,10,1582,23199,12,Republican,3045350,0,Utah,West,68.2,3.9404,None
UT,11,2357,25069,14,Republican,3045350,0,Utah,West,94,4.5972,None
UT,12,2378,28840,18,Republican,3045350,0,Utah,West,82.5,5.9107,None
VA,1,960,8931,20,Democratic,8413774,60,Virginia,South,107.5,2.3771,Medium
VA,2,2083,15244,36,Democratic,8413774,60,Virginia,South,136.6,4.2787,Medium
VA,3,2838,14118,91,Democratic,8413774,60,Virginia,South,201,10.8156,Medium
VA,4,3459,15591,170,Democratic,8413774,60,Virginia,South,221.9,20.205,Medium
VA,5,4709,24944,168,Democratic,8413774,60,Virginia,South,188.8,19.9673,Medium
VA,6,5917,30410,221,Democratic,8413774,60,Virginia,South,194.6,26.2665,Medium
VA,7,5544,41621,178,Democratic,8413774,60,Virginia,South,133.2,21.1558,Medium
VA,8,6345,47460,150,Democratic,8413774,60,Virginia,South,133.7,17.8279,Medium
VA,9,7197,64392,195,Democratic,8413774,60,Virginia,South,111.8,23.1763,Medium
VA,10,6897,61708,171,Democratic,8413774,60,Virginia,South,111.8,20.3238,Medium
VA,11,5499,61967,89,Democratic,8413774,60,Virginia,South,88.7,10.5779,Medium
VA,12,3593,94582,74,Democratic,8413774,60,Virginia,South,38,8.7951,Medium
VT,1,195,2575,6,Republican,624977,52,Vermont,Northeast,75.7,9.6004,Medium
VT,2,288,2984,10,Republican,624977,52,Vermont,Northeast,96.5,16.0006,Medium
VT,3,162,3008,6,Republican,624977,52,Vermont,Northeast,53.9,9.6004,Medium
VT,4,58,2334,11,Republican,624977,52,Vermont,Northeast,24.9,17.6006,Medium
VT,5,34,2214,7,Republican,624977,52,Vermont,Northeast,15.4,11.2004,Medium
VT,6,47,2165,5,Republican,624977,52,Vermont,Northeast,21.7,8.0003,Medium
VT,7,20,3062,1,Republican,624977,52,Vermont,Northeast,6.5,1.6001,Medium
VT,8,15,5022,1,Republican,624977,52,Vermont,Northeast,3,1.6001,Medium
VT,9,23,5365,0,Republican,624977,52,Vermont,Northeast,4.3,0,Medium
VT,10,21,6196,1,Republican,624977,52,Vermont,Northeast,3.4,1.6001,Medium
VT,11,96,7609,0,Republican,624977,52,Vermont,Northeast,12.6,0,Medium
VT,12,47,8662,0,Republican,624977,52,Vermont,Northeast,5.4,0,Medium
WA,1,2508,28128,116,Democratic,7294336,68,Washington,West,89.2,15.9027,Long
WA,2,2116,29409,167,Democratic,7294336,68,Washington,West,72,22.8945,Long
WA,3,1756,25445,113,Democratic,7294336,68,Washington,West,69,15.4915,Long
WA,4,1830,25459,98,Democratic,7294336,68,Washington,West,71.9,13.4351,Long
WA,5,1665,29524,125,Democratic,7294336,68,Washington,West,56.4,17.1366,Long
WA,6,1672,28979,76,Democratic,7294336,68,Washington,West,57.7,10.419,Long
WA,7,1482,28332,104,Democratic,7294336,68,Washington,West,52.3,14.2576,Long
WA,8,1583,34033,57,Democratic,7294336,68,Washington,West,46.5,7.8143,Long
WA,9,1649,29269,68,Democratic,7294336,68,Washington,West,56.3,9.3223,Long
WA,10,1902,34614,54,Democratic,7294336,68,Washington,West,54.9,7.403,Long
WA,11,1918,40358,37,Democratic,7294336,68,Washington,West,47.5,5.0724,Long
WA,12,1921,63421,60,Democratic,7294336,68,Washington,West,30.3,8.2256,Long
WI,1,894,10032,11,Democratic,5778394,49,Wisconsin,North Central,89.1,1.9036,Medium
WI,2,1227,12364,76,Democratic,5778394,49,Wisconsin,North Central,99.2,13.1524,Medium
WI,3,977,10462,78,Democratic,5778394,49,Wisconsin,North Central,93.4,13.4986,Medium
WI,4,1065,10909,72,Democratic,5778394,49,Wisconsin,North Central,97.6,12.4602,Medium
WI,5,1669,17363,58,Democratic,5778394,49,Wisconsin,North Central,96.1,10.0374,Medium
WI,6,2277,22709,53,Democratic,5778394,49,Wisconsin,North Central,100.3,9.1721,Medium
WI,7,2045,30826,65,Democratic,5778394,49,Wisconsin,North Central,66.3,11.2488,Medium
WI,8,2274,37763,49,Democratic,5778394,49,Wisconsin,North Central,60.2,8.4799,Medium
WI,9,2978,55615,50,Democratic,5778394,49,Wisconsin,North Central,53.5,8.6529,Medium
WI,10,3054,65923,90,Democratic,5778394,49,Wisconsin,North Central,46.3,15.5753,Medium
WI,11,2391,85858,54,Democratic,5778394,49,Wisconsin,North Central,27.8,9.3452,Medium
WI,12,1890,69010,42,Democratic,5778394,49,Wisconsin,North Central,27.4,7.2685,Medium
WV,1,142,3513,1,Republican,1829054,41,West Virginia,South,40.4,0.5467,Medium
WV,2,250,7916,3,Republican,1829054,41,West Virginia,South,31.6,1.6402,Medium
WV,3,228,4979,5,Republican,1829054,41,West Virginia,South,45.8,2.7337,Medium
WV,4,274,5725,17,Republican,1829054,41,West Virginia,South,47.9,9.2944,Medium
WV,5,165,20292,11,Republican,1829054,41,West Virginia,South,8.1,6.014,Medium
WV,6,159,11768,13,Republican,1829054,41,West Virginia,South,13.5,7.1075,Medium
WV,7,133,10246,7,Republican,1829054,41,West Virginia,South,13,3.8271,Medium
WV,8,138,13232,11,Republican,1829054,41,West Virginia,South,10.4,6.014,Medium
WV,9,345,9510,6,Republican,1829054,41,West Virginia,South,36.3,3.2804,Medium
WV,10,187,12732,3,Republican,1829054,41,West Virginia,South,14.7,1.6402,Medium
WV,11,128,13795,7,Republican,1829054,41,West Virginia,South,9.3,3.8271,Medium
WV,12,172,22733,4,Republican,1829054,41,West Virginia,South,7.6,2.1869,Medium
WY,1,80,1369,0,Republican,581836,0,Wyoming,West,58.4,0,None
WY,2,107,1897,0,Republican,581836,0,Wyoming,West,56.4,0,None
WY,3,59,1959,1,Republican,581836,0,Wyoming,West,30.1,1.7187,None
WY,4,45,1657,5,Republican,581836,0,Wyoming,West,27.2,8.5935,None
WY,5,69,994,1,Republican,581836,0,Wyoming,West,69.4,1.7187,None
WY,6,207,2300,0,Republican,581836,0,Wyoming,West,90,0,None
WY,7,79,4144,0,Republican,581836,0,Wyoming,West,19.1,0,None
WY,8,91,2791,3,Republican,581836,0,Wyoming,West,32.6,5.1561,None
WY,9,84,3652,3,Republican,581836,0,Wyoming,West,23,5.1561,None
WY,10,60,4240,4,Republican,581836,0,Wyoming,West,14.2,6.8748,None
WY,11,60,4594,0,Republican,581836,0,Wyoming,West,13.1,0,None
WY,12,119,4077,1,Republican,581836,0,Wyoming,West,29.2,1.7187,None
